,,Phil Weiser,John Kellner,William F. Robinson III,Stanley Thorne,Total Votes Cast,Total Ballots Cast
,,Democratic,Republican,Libertarian,Unaffiliated,,
Precinct,8135062346,316,436,26,0,778,778
Precinct,8135062347,271,347,21,0,639,639
Precinct,8135062348,211,205,19,0,435,435
Precinct,8135062349,290,268,17,0,575,575
Precinct,8135062350,179,136,21,0,336,336
Precinct,8135062351,346,321,28,0,695,695
Precinct,8135062352,397,322,12,0,731,731
Precinct,8135062360,38,35,3,0,76,76
Precinct,8136362404,0,0,0,0,0,0
Precinct,8136462240,72,88,5,0,165,165
Precinct,8136462241,305,272,14,0,591,591
Precinct,8136462242,387,513,18,0,918,918
Precinct,8136462243,405,395,19,2,821,821
Precinct,8136462244,373,454,14,2,843,843
Precinct,8136462264,0,0,0,0,0,0
Precinct,8136462501,0,0,0,0,0,0
Precinct,8231962220,422,536,16,0,974,974
Precinct,8231962221,278,370,24,0,672,672
Precinct,8231962223,462,632,23,0,1117,1117
Precinct,8231962224,294,354,9,1,658,658
Precinct,8231962225,456,576,30,0,1062,1062
Precinct,8231962226,381,619,26,0,1026,1026
Precinct,8231962227,499,707,39,5,1250,1250
Precinct,8231962228,411,596,14,1,1022,1022
Precinct,8231962229,332,529,20,1,882,882
Precinct,8231962230,549,740,31,3,1323,1323
Precinct,8231962231,414,618,34,0,1066,1066
Precinct,8231962232,431,485,37,0,953,953
Precinct,8231962233,310,443,28,0,781,781
Precinct,8231962234,325,454,26,0,805,805
Precinct,8231962262,188,159,16,0,363,363
Precinct,8231962263,332,556,23,0,911,911
Precinct,8231962323,74,183,2,0,259,259
Precinct,8231962324,276,399,15,0,690,690
Precinct,8231962325,413,613,28,3,1057,1057
Precinct,8231962326,287,373,15,0,675,675
Precinct,8231962327,226,312,11,1,550,550
Precinct,8231962328,320,401,22,1,744,744
Precinct,8233362601,0,0,0,0,0,0
Precinct,8234862216,8,85,0,0,93,93
Precinct,8234862217,23,93,3,0,119,119
Precinct,8234862321,31,131,6,0,168,168
Precinct,8234862322,11,34,0,0,45,45
Precinct,8234862361,1,29,0,0,30,30
Precinct,8236462200,440,745,25,0,1210,1210
Precinct,8236462201,277,620,20,0,917,917
Precinct,8236462202,332,688,24,0,1044,1044
Precinct,8236462203,250,650,18,0,918,918
Precinct,8236462204,277,527,22,2,828,828
Precinct,8236462205,193,336,12,0,541,541
Precinct,8236462206,243,616,17,2,878,878
Precinct,8236462207,333,447,16,0,796,796
Precinct,8236462208,432,686,26,2,1146,1146
Precinct,8236462209,225,387,18,0,630,630
Precinct,8236462210,333,791,20,2,1146,1146
Precinct,8236462211,252,512,29,1,794,794
Precinct,8236462212,223,471,24,0,718,718
Precinct,8236462213,194,452,18,0,664,664
Precinct,8236462214,202,319,23,0,544,544
Precinct,8236462215,170,399,23,0,592,592
Precinct,8236562156,12,108,2,0,122,122
Precinct,8236562259,62,224,5,0,291,291
County,Yuma,609,3194,77,1,3881,3881
Precinct,4016363001,37,257,11,0,305,305
Precinct,4016363002,57,230,4,0,291,291
Precinct,4016363003,19,132,8,0,159,159
Precinct,4016363004,94,427,8,1,530,530
Precinct,4016363005,9,105,2,0,116,116
Precinct,4016363006,69,337,6,0,412,412
Precinct,4016363007,8,89,5,0,102,102
Precinct,4016363008,18,131,2,0,151,151
Precinct,4016363009,24,222,3,0,249,249
Precinct,4016363010,27,215,3,0,245,245
Precinct,4016363011,59,232,4,0,295,295
Precinct,4016363012,55,312,6,0,373,373
Precinct,4016363013,85,259,10,0,354,354
Precinct,4016363014,48,246,5,0,299,299
