,,Phil Weiser,John Kellner,William F. Robinson III,Stanley Thorne,Total Votes Cast,Total Ballots Cast
,,Democratic,Republican,Libertarian,Unaffiliated,,
State,Colorado,1349133,1060866,54557,1772,2466328,2466328
County,Adams,91442,68357,4214,61,164074,164074
Precinct,4215601243,171,477,20,0,668,668
Precinct,4215601244,192,674,14,0,880,880
Precinct,4215601245,46,211,2,0,259,259
Precinct,4215601246,337,583,31,5,956,956
Precinct,4215601247,134,575,15,3,727,727
Precinct,4215601248,119,562,13,0,694,694
Precinct,4215601249,38,226,4,2,270,270
Precinct,4215601251,221,689,25,1,936,936
Precinct,4283601267,0,0,0,0,0,0
Precinct,4285601241,4,15,1,0,20,20
Precinct,4285601266,37,116,6,0,159,159
Precinct,6215601269,5,16,0,0,21,21
Precinct,6283601229,359,102,19,0,480,480
Precinct,6283601230,628,163,23,0,814,814
Precinct,6283601231,717,177,33,0,927,927
Precinct,6283601232,368,71,22,0,461,461
Precinct,6283601233,459,196,14,0,669,669
Precinct,6283601234,321,175,9,0,505,505
Precinct,6283601235,188,84,10,0,282,282
Precinct,6283601236,372,199,17,0,588,588
Precinct,6283601237,251,131,7,0,389,389
Precinct,6283601238,379,227,24,0,630,630
Precinct,6283601239,328,218,13,0,559,559
Precinct,6283601240,1036,360,28,2,1426,1426
Precinct,6283601242,53,106,7,0,166,166
Precinct,6283601253,198,45,6,0,249,249
Precinct,6283601258,348,99,10,0,457,457
Precinct,6283601260,374,105,17,0,496,496
Precinct,7192401008,429,193,21,0,643,643
Precinct,7192401009,397,205,13,0,615,615
Precinct,8134801162,265,512,16,0,793,793
Precinct,8134801163,150,346,8,0,504,504
Precinct,8134801170,404,290,32,0,726,726
Precinct,8134801171,412,392,25,0,829,829
Precinct,8134801172,68,88,8,0,164,164
Precinct,8134801173,29,42,0,0,71,71
Precinct,8134801174,121,217,12,0,350,350
Precinct,8134801175,375,481,23,0,879,879
Precinct,8134801176,176,226,11,0,413,413
Precinct,8134801177,127,243,11,0,381,381
Precinct,8134801178,128,141,4,0,273,273
Precinct,8134801179,93,113,7,0,213,213
Precinct,8134801180,261,375,17,0,653,653
Precinct,8134801181,381,394,24,0,799,799
Precinct,8134801182,224,270,14,2,510,510
Precinct,8134801183,88,156,8,0,252,252
Precinct,8134801184,98,124,7,0,229,229
Precinct,8134801185,174,255,7,0,436,436
Precinct,8134801186,316,439,27,4,786,786
Precinct,8134801187,276,323,13,0,612,612
Precinct,8134801188,237,327,13,0,577,577
Precinct,8134801189,240,336,13,1,590,590
Precinct,8134801190,347,386,26,0,759,759
Precinct,8134801191,451,385,26,0,862,862
Precinct,8134801192,257,200,11,0,468,468
Precinct,8134801193,293,307,17,0,617,617
Precinct,8134801194,101,151,11,0,263,263
Precinct,8134801195,165,180,5,0,350,350
Precinct,8134801196,119,131,6,0,256,256
Precinct,8134801197,81,79,3,0,163,163
Precinct,8134801198,288,463,19,0,770,770
Precinct,8134801227,91,193,4,0,288,288
Precinct,8213201003,0,0,0,0,0,0
Precinct,8213201117,552,277,32,0,861,861
Precinct,8213201118,322,186,17,0,525,525
Precinct,8213201119,436,202,29,1,668,668
Precinct,8213201120,488,204,12,0,704,704
Precinct,8213201121,372,221,16,0,609,609
Precinct,8213201122,234,124,12,0,370,370
Precinct,8213201123,371,191,23,1,586,586
Precinct,8213201124,410,159,12,1,582,582
Precinct,8213201125,271,157,10,0,438,438
Precinct,8213201126,434,245,27,0,706,706
Precinct,8213201127,308,166,19,0,493,493
Precinct,8213201128,351,166,17,0,534,534
Precinct,8213201129,374,213,19,0,606,606
Precinct,8213201140,232,132,8,0,372,372
Precinct,8213201141,444,294,32,0,770,770
Precinct,8213201199,197,270,9,0,476,476
Precinct,8213201200,20,58,4,0,82,82
Precinct,8213201201,227,206,16,2,451,451
Precinct,8213201202,181,206,11,0,398,398
Precinct,8213201203,289,305,14,0,608,608
Precinct,8213201204,206,176,12,0,394,394
Precinct,8213201205,393,403,27,0,823,823
Precinct,8213201206,383,448,20,0,851,851
Precinct,8213201207,243,204,14,0,461,461
Precinct,8213201208,152,117,10,1,280,280
Precinct,8213201209,347,241,15,0,603,603
Precinct,8213201210,426,368,18,0,812,812
Precinct,8213201211,112,116,12,0,240,240
Precinct,8213201212,351,323,20,0,694,694
Precinct,8213201213,387,244,21,0,652,652
Precinct,8213201214,381,298,14,2,695,695
Precinct,8213201215,351,400,13,1,765,765
Precinct,8213201216,492,397,25,0,914,914
Precinct,8213201217,306,221,12,1,540,540
Precinct,8213201218,306,299,12,0,617,617
Precinct,8213201219,311,186,12,0,509,509
Precinct,8213201220,162,117,11,0,290,290
Precinct,8213201221,195,131,10,0,336,336
Precinct,8213201222,220,145,12,0,377,377
Precinct,8213201223,44,22,0,0,66,66
Precinct,8213201224,21,19,1,0,41,41
Precinct,8213201225,32,57,0,0,89,89
Precinct,8213201254,235,129,13,1,378,378
Precinct,8213201255,172,91,13,0,276,276
Precinct,8213201261,191,174,14,0,379,379
Precinct,8213201276,152,68,6,0,226,226
Precinct,8213501001,535,141,23,5,704,704
Precinct,8213501002,284,115,13,0,412,412
Precinct,8213501004,325,160,12,0,497,497
Precinct,8213501005,586,222,36,0,844,844
Precinct,8213501006,395,140,26,0,561,561
Precinct,8213501007,488,287,14,0,789,789
Precinct,8213501010,511,246,32,0,789,789
Precinct,8213501011,241,95,11,0,347,347
Precinct,8213501012,443,242,16,0,701,701
Precinct,8213501013,663,318,28,1,1010,1010
Precinct,8213501014,415,231,12,0,658,658
Precinct,8213501017,290,161,11,0,462,462
Precinct,8213501018,287,178,16,0,481,481
Precinct,8213501019,279,137,14,0,430,430
Precinct,8213501020,429,170,18,0,617,617
Precinct,8213501021,490,220,31,0,741,741
Precinct,8213501022,469,256,28,0,753,753
Precinct,8213501023,357,168,10,0,535,535
Precinct,8213501024,498,221,22,0,741,741
Precinct,8213501025,467,221,16,0,704,704
Precinct,8213501026,187,76,11,0,274,274
Precinct,8213501257,660,184,24,0,868,868
Precinct,8213501262,369,163,23,0,555,555
Precinct,8213501270,479,164,13,0,656,656
Precinct,8213501271,435,143,20,0,598,598
Precinct,8213501275,505,204,22,0,731,731
Precinct,8214801226,51,155,6,0,212,212
Precinct,8215601228,198,348,12,0,558,558
Precinct,8215601268,16,43,2,0,61,61
Precinct,8243101028,358,161,20,1,540,540
Precinct,8243101029,420,185,23,0,628,628
Precinct,8243101037,242,112,13,0,367,367
Precinct,8243101038,464,307,26,0,797,797
Precinct,8243101041,396,187,20,0,603,603
Precinct,8243101097,243,185,11,2,441,441
Precinct,8243101103,195,78,16,0,289,289
Precinct,8243101105,52,22,5,0,79,79
Precinct,8243101106,528,311,16,0,855,855
Precinct,8243101107,536,298,24,0,858,858
Precinct,8243101108,487,310,26,0,823,823
Precinct,8243101109,482,278,22,0,782,782
Precinct,8243101110,333,186,19,0,538,538
Precinct,8243101111,386,260,26,1,673,673
Precinct,8243101112,381,147,18,0,546,546
Precinct,8243101113,415,234,26,0,675,675
Precinct,8243101114,377,180,8,0,565,565
Precinct,8243101115,377,198,18,0,593,593
Precinct,8243101116,203,141,7,0,351,351
Precinct,8243101131,214,132,14,0,360,360
Precinct,8243101132,372,202,17,0,591,591
Precinct,8243101133,469,351,18,1,839,839
Precinct,8243101134,450,341,27,0,818,818
Precinct,8243101135,514,424,28,0,966,966
Precinct,8243101136,371,312,19,0,702,702
Precinct,8243101137,555,459,23,0,1037,1037
Precinct,8243101138,327,326,15,0,668,668
Precinct,8243101139,164,108,5,0,277,277
Precinct,8243101142,403,461,18,0,882,882
Precinct,8243101143,365,250,23,0,638,638
Precinct,8243101144,478,373,38,0,889,889
Precinct,8243101145,561,381,29,0,971,971
Precinct,8243101146,195,116,12,0,323,323
Precinct,8243101147,619,435,24,0,1078,1078
Precinct,8243101148,328,279,9,0,616,616
Precinct,8243101250,218,88,16,0,322,322
Precinct,8243101263,233,103,13,0,349,349
Precinct,8243101274,0,0,0,0,0,0
Precinct,8243201130,67,46,2,0,115,115
Precinct,8243301071,280,310,22,0,612,612
Precinct,8243301072,394,336,10,0,740,740
Precinct,8243301073,397,414,19,0,830,830
Precinct,8243301074,390,409,20,0,819,819
Precinct,8243301075,239,214,13,0,466,466
Precinct,8243301158,467,399,11,0,877,877
Precinct,8243301160,491,492,15,0,998,998
Precinct,8243301161,261,343,5,0,609,609
Precinct,8243301165,684,798,8,0,1490,1490
Precinct,8243301259,61,118,1,0,180,180
Precinct,8243401076,474,392,21,2,889,889
Precinct,8243401077,208,226,13,0,447,447
Precinct,8243401078,301,250,9,0,560,560
Precinct,8243401079,328,283,11,0,622,622
Precinct,8243401080,359,380,12,1,752,752
Precinct,8243401081,380,318,13,0,711,711
Precinct,8243401082,453,316,18,0,787,787
Precinct,8243401083,432,322,11,0,765,765
Precinct,8243401084,267,260,9,0,536,536
Precinct,8243401085,482,336,28,0,846,846
Precinct,8243401086,380,385,15,3,783,783
Precinct,8243401087,295,202,18,0,515,515
Precinct,8243401088,561,410,20,0,991,991
Precinct,8243401089,422,288,11,0,721,721
Precinct,8243401093,446,396,24,0,866,866
Precinct,8243401094,434,404,25,0,863,863
Precinct,8243401149,400,370,19,0,789,789
Precinct,8243401150,605,433,26,0,1064,1064
Precinct,8243401151,495,397,18,0,910,910
Precinct,8243401152,454,417,23,0,894,894
Precinct,8243401153,274,327,8,0,609,609
Precinct,8243401155,360,389,22,0,771,771
Precinct,8243401156,335,327,14,0,676,676
Precinct,8243401157,344,324,18,2,688,688
Precinct,8243401159,320,258,9,0,587,587
Precinct,8243401252,559,447,11,0,1017,1017
Precinct,8243401256,469,473,17,0,959,959
Precinct,8243401264,169,158,7,0,334,334
Precinct,8243401265,160,101,11,0,272,272
Precinct,8243501027,247,90,12,0,349,349
Precinct,8243501030,278,193,22,0,493,493
Precinct,8243501035,255,145,19,0,419,419
Precinct,8243501036,333,265,20,0,618,618
Precinct,8243501042,330,192,10,0,532,532
Precinct,8244801154,6,27,0,0,33,33
Precinct,8244801164,104,207,5,0,316,316
Precinct,8244801166,130,264,6,0,400,400
Precinct,8244801167,169,288,5,0,462,462
Precinct,8244801168,25,54,1,0,80,80
Precinct,8244801169,107,222,3,0,332,332
Precinct,8252901032,284,160,15,0,459,459
Precinct,8252901033,640,375,16,0,1031,1031
Precinct,8252901034,453,287,24,0,764,764
Precinct,8252901043,453,289,14,0,756,756
Precinct,8252901044,424,241,14,0,679,679
Precinct,8252901045,319,230,8,0,557,557
Precinct,8252901046,337,249,7,0,593,593
Precinct,8252901047,532,329,17,0,878,878
Precinct,8252901048,416,302,9,0,727,727
Precinct,8252901049,465,330,20,0,815,815
Precinct,8252901050,449,270,13,0,732,732
Precinct,8252901054,406,271,11,0,688,688
Precinct,8252901055,354,241,6,0,601,601
Precinct,8252901056,621,373,30,0,1024,1024
Precinct,8252901057,451,265,11,0,727,727
Precinct,8252901058,615,224,13,0,852,852
Precinct,8252901059,561,298,13,0,872,872
Precinct,8252901060,330,378,7,0,715,715
Precinct,8252901061,535,307,21,0,863,863
Precinct,8252901062,458,360,9,4,831,831
Precinct,8252901063,496,355,16,0,867,867
Precinct,8252901064,510,252,25,0,787,787
Precinct,8252901065,515,289,9,1,814,814
Precinct,8252901066,209,123,9,0,341,341
Precinct,8252901067,233,146,7,0,386,386
Precinct,8252901068,595,300,25,0,920,920
Precinct,8252901069,473,418,16,0,907,907
Precinct,8252901070,328,392,9,0,729,729
Precinct,8253301277,18,14,0,0,32,32
Precinct,8253401039,386,246,16,0,648,648
Precinct,8253401040,327,278,16,1,622,622
Precinct,8253401051,503,412,25,0,940,940
Precinct,8253401052,261,177,13,0,451,451
Precinct,8253401053,457,365,13,0,835,835
Precinct,8253401090,331,184,13,0,528,528
Precinct,8253401091,365,204,17,0,586,586
Precinct,8253401092,455,394,21,0,870,870
Precinct,8253401095,421,312,27,0,760,760
Precinct,8253401096,365,272,14,0,651,651
Precinct,8253401098,341,305,27,1,674,674
Precinct,8253401099,279,170,14,0,463,463
Precinct,8253401100,476,305,27,3,811,811
Precinct,8253401101,441,250,19,0,710,710
Precinct,8253401102,414,294,18,0,726,726
Precinct,8253401104,419,256,10,1,686,686
Precinct,8253401273,321,133,10,0,464,464
Precinct,8253401278,181,83,2,0,266,266
Precinct,8253501015,444,209,24,0,677,677
Precinct,8253501016,584,290,28,0,902,902
Precinct,8253501031,450,259,17,0,726,726
Precinct,8253501272,368,205,17,0,590,590
County,Alamosa,2945,2806,126,9,5886,5886
Precinct,3066202001,341,131,17,0,489,489
Precinct,3066202002,277,168,9,0,454,454
Precinct,3066202003,581,480,17,6,1084,1084
Precinct,3066202004,565,631,28,1,1225,1225
Precinct,3066202005,179,370,10,0,559,559
Precinct,3066202006,315,200,14,0,529,529
Precinct,3066202007,506,421,22,2,951,951
Precinct,3066202008,181,405,9,0,595,595
County,Arapahoe,148940,98549,5342,118,252949,252949
Precinct,1320903137,480,209,13,0,702,702
Precinct,1320903138,236,92,5,0,333,333
Precinct,1320903139,396,121,11,0,528,528
Precinct,1320903501,522,139,13,2,676,676
Precinct,1320903502,475,117,16,0,608,608
Precinct,4215603363,236,980,40,1,1257,1257
Precinct,4215603364,182,745,24,1,952,952
Precinct,4215603365,120,439,22,0,581,581
Precinct,4274003340,708,506,27,0,1241,1241
Precinct,4274003369,651,420,13,0,1084,1084
Precinct,4274003370,577,385,21,1,984,984
Precinct,4274003387,403,253,11,0,667,667
Precinct,4275603357,103,351,12,0,466,466
Precinct,4275603366,73,258,13,0,344,344
Precinct,4276103334,414,419,30,0,863,863
Precinct,4276103335,563,463,16,0,1042,1042
Precinct,4276103336,479,394,22,0,895,895
Precinct,4276103337,459,374,13,2,848,848
Precinct,4276103350,0,0,0,0,0,0
Precinct,4276103368,203,121,8,0,332,332
Precinct,4276103382,197,144,8,0,349,349
Precinct,4283603358,0,0,0,0,0,0
Precinct,4283603361,290,184,23,0,497,497
Precinct,4284003318,311,197,18,0,526,526
Precinct,4284003341,615,419,21,2,1057,1057
Precinct,4284003343,451,370,22,1,844,844
Precinct,4285603362,83,257,8,1,349,349
Precinct,6163703199,94,100,3,0,197,197
Precinct,6163703208,485,362,17,0,864,864
Precinct,6163703209,427,339,9,0,775,775
Precinct,6163703210,656,487,23,0,1166,1166
Precinct,6163703211,315,284,18,1,618,618
Precinct,6163703212,544,364,12,0,920,920
Precinct,6163703213,414,314,16,0,744,744
Precinct,6163703214,333,332,11,1,677,677
Precinct,6163703215,266,273,5,0,544,544
Precinct,6163703216,354,380,12,0,746,746
Precinct,6163703217,389,285,7,0,681,681
Precinct,6163703218,352,254,7,1,614,614
Precinct,6163703219,444,476,8,0,928,928
Precinct,6163703220,432,241,5,0,678,678
Precinct,6163703221,341,282,15,0,638,638
Precinct,6163703222,388,315,5,0,708,708
Precinct,6163703223,386,263,11,0,660,660
Precinct,6163703224,391,252,8,1,652,652
Precinct,6163703225,428,279,7,0,714,714
Precinct,6163703226,343,202,7,2,554,554
Precinct,6163703227,301,206,8,2,517,517
Precinct,6163703228,374,269,13,0,656,656
Precinct,6163803126,221,104,10,1,336,336
Precinct,6163803127,42,25,8,0,75,75
Precinct,6163803141,184,175,3,0,362,362
Precinct,6163803142,373,309,11,1,694,694
Precinct,6163803143,287,161,12,0,460,460
Precinct,6163803144,300,316,16,2,634,634
Precinct,6163803145,262,178,16,0,456,456
Precinct,6163803146,326,331,13,0,670,670
Precinct,6163803147,334,336,12,1,683,683
Precinct,6163803148,227,234,2,0,463,463
Precinct,6163803149,418,694,10,0,1122,1122
Precinct,6163803150,404,375,20,0,799,799
Precinct,6163803151,373,205,10,0,588,588
Precinct,6163803152,372,242,8,0,622,622
Precinct,6163803153,592,303,25,2,922,922
Precinct,6163803154,505,284,31,0,820,820
Precinct,6163803155,498,444,17,0,959,959
Precinct,6163803156,201,177,5,0,383,383
Precinct,6163803157,353,215,7,0,575,575
Precinct,6163803158,385,268,19,2,674,674
Precinct,6163803159,322,224,8,1,555,555
Precinct,6163803160,359,241,8,0,608,608
Precinct,6163803161,320,184,8,0,512,512
Precinct,6163803162,308,159,10,0,477,477
Precinct,6163803163,358,205,16,0,579,579
Precinct,6163803164,327,218,19,0,564,564
Precinct,6163803165,436,306,12,0,754,754
Precinct,6163803166,228,120,12,0,360,360
Precinct,6163803167,349,263,11,0,623,623
Precinct,6163803168,480,300,19,0,799,799
Precinct,6163803169,449,363,18,0,830,830
Precinct,6163803170,437,366,22,0,825,825
Precinct,6163803171,646,482,15,0,1143,1143
Precinct,6163803172,343,266,10,0,619,619
Precinct,6163803173,536,292,17,1,846,846
Precinct,6163803174,275,214,14,0,503,503
Precinct,6163803175,393,261,16,2,672,672
Precinct,6163803176,598,416,16,0,1030,1030
Precinct,6163803177,358,359,14,0,731,731
Precinct,6163803178,327,237,13,2,579,579
Precinct,6163803179,261,208,16,0,485,485
Precinct,6163803180,344,259,11,0,614,614
Precinct,6163803181,286,225,9,0,520,520
Precinct,6163803182,413,282,24,0,719,719
Precinct,6163803183,556,398,15,1,970,970
Precinct,6163803184,248,288,9,0,545,545
Precinct,6163803185,374,249,16,1,640,640
Precinct,6163803186,429,334,16,0,779,779
Precinct,6163803187,381,297,15,1,694,694
Precinct,6163803188,252,229,7,0,488,488
Precinct,6163803189,485,356,15,0,856,856
Precinct,6163803190,512,350,18,0,880,880
Precinct,6163803191,383,293,8,2,686,686
Precinct,6163803192,388,426,11,0,825,825
Precinct,6163803193,348,269,15,0,632,632
Precinct,6163803194,484,365,14,0,863,863
Precinct,6163803195,489,347,8,0,844,844
Precinct,6163803196,316,193,6,0,515,515
Precinct,6163803197,359,186,5,0,550,550
Precinct,6163803205,282,195,15,0,492,492
Precinct,6163803206,315,246,9,0,570,570
Precinct,6163803207,509,379,18,0,906,906
Precinct,6260303101,424,260,35,0,719,719
Precinct,6260303102,362,225,17,0,604,604
Precinct,6260303103,215,157,11,0,383,383
Precinct,6260303104,261,88,12,0,361,361
Precinct,6260303105,783,217,32,0,1032,1032
Precinct,6260303106,276,67,8,0,351,351
Precinct,6260303107,451,165,11,0,627,627
Precinct,6260303108,370,161,12,0,543,543
Precinct,6260303109,403,114,5,0,522,522
Precinct,6260303110,289,128,9,3,429,429
Precinct,6260303111,550,188,17,0,755,755
Precinct,6260303112,473,176,8,0,657,657
Precinct,6260303113,325,217,7,0,549,549
Precinct,6260303114,369,96,17,0,482,482
Precinct,6260303115,516,187,25,0,728,728
Precinct,6260303116,543,243,24,0,810,810
Precinct,6260303117,542,184,18,0,744,744
Precinct,6260303118,482,136,17,1,636,636
Precinct,6260303119,368,170,15,0,553,553
Precinct,6260303120,344,118,5,0,467,467
Precinct,6260303121,264,138,11,0,413,413
Precinct,6260303122,266,178,18,3,465,465
Precinct,6260303123,438,234,22,5,699,699
Precinct,6260303124,463,251,17,2,733,733
Precinct,6260303125,220,71,5,2,298,298
Precinct,6260303128,189,92,10,0,291,291
Precinct,6260303129,275,184,12,1,472,472
Precinct,6260303130,436,257,22,1,716,716
Precinct,6260303131,347,427,7,0,781,781
Precinct,6260303132,345,466,5,0,816,816
Precinct,6260303133,311,437,6,0,754,754
Precinct,6260303134,275,177,3,0,455,455
Precinct,6260303135,141,155,2,0,298,298
Precinct,6260303136,421,290,5,0,716,716
Precinct,6260303140,173,132,13,0,318,318
Precinct,6260903401,537,130,17,0,684,684
Precinct,6260903403,324,64,7,0,395,395
Precinct,6260903404,256,74,10,0,340,340
Precinct,6260903405,289,81,7,0,377,377
Precinct,6260903406,200,51,10,0,261,261
Precinct,6260903407,592,261,8,0,861,861
Precinct,6260903408,364,98,9,0,471,471
Precinct,6260903409,591,126,17,0,734,734
Precinct,6260903410,610,235,7,0,852,852
Precinct,6260903412,506,116,10,0,632,632
Precinct,6263703198,20,13,0,0,33,33
Precinct,6263703201,140,158,4,2,304,304
Precinct,6263703202,127,157,3,0,287,287
Precinct,6263703203,255,347,5,2,609,609
Precinct,6263703204,491,774,2,0,1267,1267
Precinct,6263703229,496,458,6,0,960,960
Precinct,6263703231,404,250,22,0,676,676
Precinct,6263703232,626,410,23,0,1059,1059
Precinct,6263703234,514,371,15,0,900,900
Precinct,6263703245,242,145,3,0,390,390
Precinct,6263703246,520,272,6,2,800,800
Precinct,6263703247,753,320,34,1,1108,1108
Precinct,6263703248,257,150,7,1,415,415
Precinct,6263703249,400,246,4,0,650,650
Precinct,6263703250,471,283,9,0,763,763
Precinct,6263703251,674,417,18,1,1110,1110
Precinct,6263703252,645,430,11,0,1086,1086
Precinct,6263703253,600,506,13,0,1119,1119
Precinct,6263703254,185,127,4,3,319,319
Precinct,6270303258,321,78,9,0,408,408
Precinct,6273703233,372,136,7,0,515,515
Precinct,6273703235,311,188,8,0,507,507
Precinct,6273703236,273,200,10,0,483,483
Precinct,6273703237,478,361,11,2,852,852
Precinct,6273703238,339,252,11,1,603,603
Precinct,6273703239,405,240,9,0,654,654
Precinct,6273703240,682,430,12,0,1124,1124
Precinct,6273703241,523,256,10,0,789,789
Precinct,6273703242,366,234,7,0,607,607
Precinct,6273703243,406,248,21,1,676,676
Precinct,6273703244,553,419,12,2,986,986
Precinct,6273703256,117,58,8,0,183,183
Precinct,6273703259,601,334,35,0,970,970
Precinct,6273703260,571,368,21,0,960,960
Precinct,6273703284,260,243,11,0,514,514
Precinct,6273703286,648,393,20,0,1061,1061
Precinct,6273703287,79,106,0,0,185,185
Precinct,6273703323,7,22,0,0,29,29
Precinct,6273703324,168,269,6,0,443,443
Precinct,6273703325,413,693,21,0,1127,1127
Precinct,6273703328,87,118,3,0,208,208
Precinct,6274003255,62,76,2,0,140,140
Precinct,6274003268,328,238,1,0,567,567
Precinct,6274003269,358,213,25,0,596,596
Precinct,6274003270,272,176,15,0,463,463
Precinct,6274003271,283,180,11,0,474,474
Precinct,6274003272,312,228,14,1,555,555
Precinct,6274003273,273,225,9,2,509,509
Precinct,6274003424,0,0,0,0,0,0
Precinct,6274003450,462,221,19,1,703,703
Precinct,6274003451,424,295,19,0,738,738
Precinct,6274003452,378,265,17,0,660,660
Precinct,6274003453,239,181,3,0,423,423
Precinct,6274003454,417,281,14,1,713,713
Precinct,6274003455,379,198,16,0,593,593
Precinct,6274003456,425,303,22,0,750,750
Precinct,6274003459,305,182,12,0,499,499
Precinct,6274003460,398,206,16,2,622,622
Precinct,6275603355,794,610,33,2,1439,1439
Precinct,6275603372,304,232,13,1,550,550
Precinct,6275603373,404,428,10,3,845,845
Precinct,6275603384,279,244,3,0,526,526
Precinct,6276103257,457,367,14,2,840,840
Precinct,6276103261,558,464,15,0,1037,1037
Precinct,6276103262,549,382,24,0,955,955
Precinct,6276103263,408,371,6,0,785,785
Precinct,6276103264,466,326,16,0,808,808
Precinct,6276103274,437,343,20,0,800,800
Precinct,6276103275,222,196,7,0,425,425
Precinct,6276103276,93,90,5,0,188,188
Precinct,6276103277,301,273,11,0,585,585
Precinct,6276103278,184,158,5,1,348,348
Precinct,6276103279,348,322,10,0,680,680
Precinct,6276103280,442,356,19,0,817,817
Precinct,6276103281,459,356,12,0,827,827
Precinct,6276103282,497,411,14,0,922,922
Precinct,6276103283,354,256,12,0,622,622
Precinct,6276103285,318,278,3,0,599,599
Precinct,6276103320,570,449,21,0,1040,1040
Precinct,6276103321,480,383,22,0,885,885
Precinct,6276103322,428,366,13,0,807,807
Precinct,6276103326,505,676,13,0,1194,1194
Precinct,6276103327,382,344,11,0,737,737
Precinct,6276103329,457,296,14,0,767,767
Precinct,6276103330,613,552,23,0,1188,1188
Precinct,6276103331,252,252,17,0,521,521
Precinct,6276103332,357,358,16,1,732,732
Precinct,6276103333,203,205,14,0,422,422
Precinct,6276103338,344,253,9,0,606,606
Precinct,6276103339,422,329,14,2,767,767
Precinct,6276103351,578,544,17,0,1139,1139
Precinct,6276103352,618,436,29,0,1083,1083
Precinct,6276103353,368,382,21,0,771,771
Precinct,6276103354,584,574,23,2,1183,1183
Precinct,6276103356,587,570,24,0,1181,1181
Precinct,6276103367,536,616,28,0,1180,1180
Precinct,6276103375,440,393,17,0,850,850
Precinct,6276103376,514,584,7,0,1105,1105
Precinct,6276103377,370,400,13,0,783,783
Precinct,6276103378,622,555,21,0,1198,1198
Precinct,6276103379,322,392,12,0,726,726
Precinct,6276103380,350,329,16,0,695,695
Precinct,6276103383,411,294,22,0,727,727
Precinct,6276103385,243,230,7,0,480,480
Precinct,6276103388,369,531,17,0,917,917
Precinct,6276103457,0,0,0,0,0,0
Precinct,6283603311,426,281,11,0,718,718
Precinct,6283603342,561,435,22,1,1019,1019
Precinct,6283603344,637,434,21,0,1092,1092
Precinct,6283603345,188,124,5,0,317,317
Precinct,6283603346,596,534,32,2,1164,1164
Precinct,6283603347,529,369,23,0,921,921
Precinct,6283603359,0,0,0,0,0,0
Precinct,6283603360,254,144,6,0,404,404
Precinct,6283603371,350,236,17,0,603,603
Precinct,6283603374,575,423,19,0,1017,1017
Precinct,6283603381,567,469,23,1,1060,1060
Precinct,6283603449,181,47,9,0,237,237
Precinct,6283603547,289,217,6,0,512,512
Precinct,6283603549,142,74,9,0,225,225
Precinct,6283603550,20,17,0,0,37,37
Precinct,6283603551,221,79,14,0,314,314
Precinct,6283603556,407,291,31,0,729,729
Precinct,6283603557,556,316,40,0,912,912
Precinct,6284003310,371,148,10,0,529,529
Precinct,6284003312,601,303,19,0,923,923
Precinct,6284003313,371,254,25,0,650,650
Precinct,6284003314,301,178,9,0,488,488
Precinct,6284003315,486,322,27,0,835,835
Precinct,6284003386,334,154,11,0,499,499
Precinct,6284003389,33,29,0,0,62,62
Precinct,6284203503,605,143,18,0,766,766
Precinct,6284203504,347,92,10,0,449,449
Precinct,6284203505,268,86,11,0,365,365
Precinct,6284203506,427,111,23,0,561,561
Precinct,6284203507,307,109,20,1,437,437
Precinct,6284203508,219,82,8,0,309,309
Precinct,6284203509,244,101,6,0,351,351
Precinct,6284203510,301,151,8,0,460,460
Precinct,6284203511,309,70,9,0,388,388
Precinct,6284203512,343,115,11,0,469,469
Precinct,6284203513,332,107,13,0,452,452
Precinct,6284203523,476,210,15,0,701,701
Precinct,6284203524,238,106,15,0,359,359
Precinct,6284203525,299,97,12,0,408,408
Precinct,6284203526,295,89,21,1,406,406
Precinct,6284203527,336,113,17,0,466,466
Precinct,6284203528,143,71,3,0,217,217
Precinct,6284203529,243,48,10,0,301,301
Precinct,6284203530,234,98,11,0,343,343
Precinct,6284203531,279,109,3,0,391,391
Precinct,6284203532,338,74,8,0,420,420
Precinct,6284203533,540,147,9,1,697,697
Precinct,6284203544,465,115,9,0,589,589
Precinct,6284203545,81,27,2,0,110,110
Precinct,6284203546,300,182,17,1,500,500
Precinct,6284203548,111,37,5,0,153,153
Precinct,6293603552,294,96,14,0,404,404
Precinct,6293603553,435,189,17,0,641,641
Precinct,6294003265,308,202,13,1,524,524
Precinct,6294003266,339,246,22,1,608,608
Precinct,6294003267,336,277,17,0,630,630
Precinct,6294003302,664,420,18,0,1102,1102
Precinct,6294003303,339,193,20,0,552,552
Precinct,6294003304,306,179,11,0,496,496
Precinct,6294003305,500,280,10,0,790,790
Precinct,6294003306,257,229,7,0,493,493
Precinct,6294003307,157,73,9,0,239,239
Precinct,6294003308,429,246,28,0,703,703
Precinct,6294003309,435,299,16,0,750,750
Precinct,6294003316,255,182,4,0,441,441
Precinct,6294003317,350,199,18,0,567,567
Precinct,6294003319,562,378,32,0,972,972
Precinct,6294003446,278,268,7,0,553,553
Precinct,6294003447,652,220,26,0,898,898
Precinct,6294003448,611,311,28,1,951,951
Precinct,6294003461,475,225,27,0,727,727
Precinct,6294003462,439,290,23,0,752,752
Precinct,6294003463,505,366,30,0,901,901
Precinct,6294003464,328,175,12,2,517,517
Precinct,6294103301,260,130,12,0,402,402
